CODGEO;LIBGEO;DENS;LIBDENS;PMUN13;P1;P2;P3;P4;P5;P6;P7
71568;Vérissey;7;Rural à habitat très dispersé;52;0,0;0,0;0,0;0,0;0,0;0,0;100,0
71570;Verjux;6;Rural à habitat dispersé;525;0,0;0,0;0,0;0,0;0,0;89,2;10,8
71571;Verosvres;7;Rural à habitat très dispersé;446;0,0;0,0;0,0;0,0;0,0;39,6;60,5
71572;Vers;6;Rural à habitat dispersé;225;0,0;0,0;0,0;0,0;0,0;93,5;6,5
71573;Versaugues;7;Rural à habitat très dispersé;205;0,0;0,0;0,0;0,0;0,0;0,0;100,0
71574;Verzé;6;Rural à habitat dispersé;760;0,0;0,0;0,0;0,0;0,0;85,8;14,2
71576;Le Villars;6;Rural à habitat dispersé;269;0,0;0,0;0,0;0,0;0,0;69,6;30,4
71577;Villegaudin;6;Rural à habitat dispersé;207;0,0;0,0;0,0;0,0;0,0;65,9;34,1
71578;Clux-Villeneuve;6;Rural à habitat dispersé;339;0,0;0,0;0,0;0,0;0,0;93,1;6,9
71579;Villeneuve-en-Montagne;6;Rural à habitat dispersé;154;0,0;0,0;0,0;0,0;0,0;50,3;49,7
71580;Vincelles;6;Rural à habitat dispersé;432;0,0;0,0;0,0;0,0;0,0;98,3;1,7
71581;Vindecy;7;Rural à habitat très dispersé;252;0,0;0,0;0,0;0,0;0,0;45,5;54,5
71582;La Vineuse;7;Rural à habitat très dispersé;289;0,0;0,0;0,0;0,0;0,0;23,4;76,6
71583;Vinzelles;6;Rural à habitat dispersé;720;0,0;0,0;0,0;0,0;40,1;58,3;1,7
71584;Viré;6;Rural à habitat dispersé;1113;0,0;0,0;0,0;0,0;0,0;92,1;7,9
71585;Virey-le-Grand;4;Ceintures urbaines;1305;0,0;0,0;0,0;71,0;0,0;26,8;2,2
71586;Viry;7;Rural à habitat très dispersé;244;0,0;0,0;0,0;0,0;0,0;26,4;73,6
71587;Vitry-lès-Cluny;6;Rural à habitat dispersé;74;0,0;0,0;0,0;0,0;0,0;65,9;34,1
71588;Vitry-en-Charollais;6;Rural à habitat dispersé;1137;0,0;0,0;0,5;0,0;0,0;75,5;24,1
71589;Vitry-sur-Loire;6;Rural à habitat dispersé;442;0,0;0,0;0,0;0,0;0,0;52,0;48,0
71590;Volesvres;6;Rural à habitat dispersé;621;0,0;0,0;0,0;0,0;0,0;77,6;22,4
71591;Fleurville;6;Rural à habitat dispersé;493;0,0;0,0;0,0;0,0;0,0;95,0;5,0
72001;Aigné;3;Petites villes;1618;0,0;0,0;73,9;0,0;0,0;13,2;12,9
72002;Aillières-Beauvoir;6;Rural à habitat dispersé;214;0,0;0,0;0,0;0,0;0,0;53,6;46,4
72003;Allonnes;2;Centres urbains intermédiaires;11047;0,0;53,7;0,0;39,2;0,0;4,9;2,2
72004;Amné;6;Rural à habitat dispersé;530;0,0;0,0;0,0;0,0;0,0;84,6;15,5
72005;Ancinnes;5;Bourgs ruraux;959;0,0;0,0;0,0;0,0;55,7;20,4;23,9
72006;Arçonnay;4;Ceintures urbaines;1851;0,0;0,0;0,0;81,1;0,0;15,4;3,5
72007;Ardenay-sur-Mérize;6;Rural à habitat dispersé;489;0,0;0,0;0,0;0,0;0,0;75,8;24,2
72008;Arnage;4;Ceintures urbaines;5143;0,0;0,0;0,0;74,6;0,0;24,0;1,4
72009;Arthezé;6;Rural à habitat dispersé;396;0,0;0,0;0,0;0,0;0,0;71,7;28,3
72010;Asnières-sur-Vègre;6;Rural à habitat dispersé;391;0,0;0,0;0,0;0,0;0,0;74,9;25,1
72011;Assé-le-Boisne;6;Rural à habitat dispersé;918;0,0;0,0;0,0;0,0;0,2;62,8;37,0
72012;Assé-le-Riboul;7;Rural à habitat très dispersé;515;0,0;0,0;0,0;0,0;0,0;46,5;53,5
72013;Aubigné-Racan;5;Bourgs ruraux;2157;0,0;0,0;0,0;0,0;51,5;23,0;25,5
72015;Les Aulneaux;6;Rural à habitat dispersé;114;0,0;0,0;0,0;0,0;0,0;55,8;44,2
72016;Auvers-le-Hamon;5;Bourgs ruraux;1519;0,0;0,0;0,0;0,0;63,3;5,0;31,7
72017;Auvers-sous-Montfaucon;6;Rural à habitat dispersé;248;0,0;0,0;0,0;0,0;0,0;75,1;25,0
72018;Avesnes-en-Saosnois;7;Rural à habitat très dispersé;93;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72019;Avessé;7;Rural à habitat très dispersé;372;0,0;0,0;0,0;0,0;0,0;39,9;60,1
72020;Avezé;6;Rural à habitat dispersé;749;0,0;0,0;0,0;0,0;0,0;57,2;42,8
72021;Avoise;6;Rural à habitat dispersé;587;0,0;0,0;0,0;0,0;0,0;59,6;40,4
72022;Le Bailleul;5;Bourgs ruraux;1238;0,0;0,0;0,0;0,0;55,6;15,6;28,8
72023;Ballon;5;Bourgs ruraux;1345;0,0;0,0;0,0;0,0;56,7;32,2;11,1
72024;La Bazoge;5;Bourgs ruraux;3661;0,0;0,0;0,0;0,0;77,7;14,2;8,1
72025;Bazouges-sur-le-Loir;6;Rural à habitat dispersé;1255;0,0;0,0;0,0;0,0;0,0;75,2;24,8
72026;Beaufay;6;Rural à habitat dispersé;1429;0,0;0,0;0,0;0,0;0,0;72,3;27,7
72027;Beaumont-sur-Dême;7;Rural à habitat très dispersé;364;0,0;0,0;0,0;0,0;0,0;25,8;74,2
72028;Beaumont-Pied-de-Bœuf;7;Rural à habitat très dispersé;486;0,0;0,0;0,0;0,0;0,0;41,2;58,8
72029;Beaumont-sur-Sarthe;5;Bourgs ruraux;2006;0,0;0,0;0,0;0,0;86,7;8,0;5,3
72031;Beillé;6;Rural à habitat dispersé;530;0,0;0,0;0,0;0,0;0,0;71,9;28,1
72032;Berfay;7;Rural à habitat très dispersé;356;0,0;0,0;0,0;0,0;0,0;48,2;51,8
72033;Bernay-en-Champagne;6;Rural à habitat dispersé;482;0,0;0,0;0,0;0,0;0,0;69,7;30,3
72034;Bérus;6;Rural à habitat dispersé;450;0,0;0,0;0,0;0,0;0,0;83,1;16,9
72035;Bessé-sur-Braye;5;Bourgs ruraux;2285;0,0;0,0;0,0;0,0;56,1;29,8;14,2
72036;Béthon;6;Rural à habitat dispersé;337;0,0;0,0;0,0;0,0;0,0;100,0;0,0
72037;Blèves;6;Rural à habitat dispersé;97;0,0;0,0;0,0;0,0;0,0;60,0;40,0
72038;Boëssé-le-Sec;6;Rural à habitat dispersé;622;0,0;0,0;0,0;0,0;0,0;63,7;36,3
72039;Bonnétable;5;Bourgs ruraux;3915;0,0;0,0;0,0;0,0;70,6;20,3;9,2
72040;La Bosse;7;Rural à habitat très dispersé;121;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72041;Bouër;6;Rural à habitat dispersé;330;0,0;0,0;0,0;0,0;0,0;63,1;36,9
72042;Bouloire;5;Bourgs ruraux;2106;0,0;0,0;0,0;0,0;71,7;13,8;14,5
72043;Bourg-le-Roi;6;Rural à habitat dispersé;314;0,0;0,0;0,0;0,0;0,0;100,0;0,0
72044;Bousse;6;Rural à habitat dispersé;434;0,0;0,0;0,0;0,0;0,0;69,2;30,8
72045;Brains-sur-Gée;5;Bourgs ruraux;780;0,0;0,0;0,0;0,0;62,6;12,3;25,1
72046;Le Breil-sur-Mérize;5;Bourgs ruraux;1514;0,0;0,0;0,0;0,0;67,5;19,8;12,7
72047;Brette-les-Pins;5;Bourgs ruraux;2137;0,0;0,0;0,0;0,0;73,1;12,5;14,5
72048;Briosne-lès-Sables;6;Rural à habitat dispersé;549;0,0;0,0;0,0;0,0;0,0;82,2;17,8
72049;La Bruère-sur-Loir;6;Rural à habitat dispersé;271;0,0;0,0;0,0;0,0;0,0;56,6;43,4
72050;Brûlon;5;Bourgs ruraux;1577;0,0;0,0;0,0;0,0;77,9;9,7;12,4
72051;Cérans-Foulletourte;5;Bourgs ruraux;3288;0,0;0,0;0,0;0,0;68,3;19,7;12,0
72052;Chahaignes;6;Rural à habitat dispersé;740;0,0;0,0;0,0;0,0;0,0;53,8;46,2
72053;Challes;6;Rural à habitat dispersé;1248;0,0;0,0;0,0;0,0;0,0;78,2;21,8
72054;Champagné;5;Bourgs ruraux;3828;0,0;0,0;0,0;0,0;81,5;17,5;1,0
72056;Champfleur;5;Bourgs ruraux;1400;0,0;0,0;0,0;0,0;56,2;31,5;12,3
72057;Champrond;7;Rural à habitat très dispersé;74;0,0;0,0;0,0;0,0;0,0;19,5;80,5
72058;Changé;5;Bourgs ruraux;6407;0,0;0,0;0,0;0,0;66,2;27,2;6,6
72059;Chantenay-Villedieu;6;Rural à habitat dispersé;874;0,0;0,0;0,0;0,0;0,0;70,1;29,9
72060;La Chapelle-aux-Choux;7;Rural à habitat très dispersé;268;0,0;0,0;0,0;0,0;0,0;42,6;57,5
72061;La Chapelle-d'Aligné;5;Bourgs ruraux;1613;0,0;0,0;0,0;0,0;46,0;33,0;21,0
72062;La Chapelle-du-Bois;6;Rural à habitat dispersé;890;0,0;0,0;0,0;0,0;0,0;76,7;23,3
72063;La Chapelle-Gaugain;7;Rural à habitat très dispersé;305;0,0;0,0;0,0;0,0;0,0;40,0;60,0
72064;La Chapelle-Huon;6;Rural à habitat dispersé;545;0,0;0,0;0,0;0,0;0,0;62,7;37,3
72065;La Chapelle-Saint-Aubin;4;Ceintures urbaines;2286;0,3;0,0;0,0;96,5;0,0;0,6;2,7
72066;La Chapelle-Saint-Fray;6;Rural à habitat dispersé;469;0,0;0,0;0,0;0,0;0,0;92,1;7,9
72067;La Chapelle-Saint-Rémy;6;Rural à habitat dispersé;931;0,0;0,0;0,0;0,0;0,0;79,7;20,3
72068;La Chartre-sur-le-Loir;5;Bourgs ruraux;1460;0,0;0,0;0,0;0,0;76,3;16,5;7,2
72070;Chassillé;6;Rural à habitat dispersé;261;0,0;0,0;0,0;0,0;0,0;79,7;20,3
72071;Château-du-Loir;5;Bourgs ruraux;4750;0,0;0,0;0,0;0,0;80,5;16,2;3,3
72072;Château-l'Hermitage;6;Rural à habitat dispersé;274;0,0;0,0;0,0;0,0;0,0;54,4;45,6
72073;Chaufour-Notre-Dame;5;Bourgs ruraux;1078;0,0;0,0;0,0;0,0;55,7;28,2;16,1
72074;Chemiré-en-Charnie;7;Rural à habitat très dispersé;223;0,0;0,0;0,0;0,0;0,0;46,3;53,8
72075;Chemiré-le-Gaudin;6;Rural à habitat dispersé;958;0,0;0,0;0,0;0,0;0,0;68,8;31,2
72076;Chenay;6;Rural à habitat dispersé;216;0,0;0,0;0,0;0,0;0,0;76,7;23,3
72077;Chenu;7;Rural à habitat très dispersé;422;0,0;0,0;0,0;0,0;0,0;35,5;64,5
72078;Chérancé;6;Rural à habitat dispersé;382;0,0;0,0;0,0;0,0;0,0;68,2;31,9
72079;Chérisay;6;Rural à habitat dispersé;316;0,0;0,0;0,0;0,0;0,0;73,7;26,3
72080;Cherré;3;Petites villes;1718;0,0;0,0;72,8;0,0;0,0;20,3;7,0
72081;Cherreau;3;Petites villes;929;0,0;0,0;52,3;0,0;0,0;34,8;12,9
72082;Le Chevain;4;Ceintures urbaines;606;0,0;0,1;0,0;60,0;0,0;29,9;10,1
72083;Chevillé;6;Rural à habitat dispersé;408;0,0;0,0;0,0;0,0;0,0;54,1;45,9
72084;Clermont-Créans;6;Rural à habitat dispersé;1272;0,0;0,0;0,0;0,0;38,5;44,7;16,8
72085;Cogners;7;Rural à habitat très dispersé;202;0,0;0,0;0,0;0,0;0,0;37,9;62,1
72086;Commerveil;7;Rural à habitat très dispersé;123;0,0;0,0;0,0;0,0;0,0;46,6;53,4
72087;Conflans-sur-Anille;6;Rural à habitat dispersé;546;0,0;0,0;0,0;0,0;0,8;65,3;33,9
72088;Congé-sur-Orne;7;Rural à habitat très dispersé;347;0,0;0,0;0,0;0,0;0,0;31,0;69,0
72089;Conlie;5;Bourgs ruraux;1865;0,0;0,0;0,0;0,0;85,4;3,2;11,3
72090;Connerré;5;Bourgs ruraux;2875;0,0;0,0;0,0;0,0;77,5;18,0;4,6
72091;Contilly;7;Rural à habitat très dispersé;139;0,0;0,0;0,0;0,0;0,0;40,7;59,3
72093;Cormes;5;Bourgs ruraux;897;0,0;0,0;0,0;0,0;68,0;12,8;19,2
72094;Coudrecieux;6;Rural à habitat dispersé;656;0,0;0,0;0,0;0,0;0,0;60,4;39,6
72095;Coulaines;1;Grands centres urbains;7577;85,6;0,0;0,0;10,9;0,0;3,5;0,1
72096;Coulans-sur-Gée;5;Bourgs ruraux;1689;0,0;0,0;0,0;0,0;53,0;24,0;23,0
72097;Coulombiers;6;Rural à habitat dispersé;457;0,0;0,0;0,0;0,0;0,0;63,2;36,8
72098;Coulongé;6;Rural à habitat dispersé;553;0,0;0,0;0,0;0,0;0,0;61,3;38,8
72099;Courcebœufs;6;Rural à habitat dispersé;626;0,0;0,0;0,0;0,0;0,0;74,0;26,0
72100;Courcelles-la-Forêt;7;Rural à habitat très dispersé;412;0,0;0,0;0,0;0,0;0,0;43,3;56,7
72101;Courcemont;7;Rural à habitat très dispersé;682;0,0;0,0;0,0;0,0;0,0;34,0;66,1
72102;Courcival;7;Rural à habitat très dispersé;88;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72103;Courdemanche;7;Rural à habitat très dispersé;629;0,0;0,0;0,0;0,0;0,0;41,9;58,2
72104;Courgains;6;Rural à habitat dispersé;599;0,0;0,0;0,0;0,0;0,0;69,7;30,3
72105;Courgenard;6;Rural à habitat dispersé;479;0,0;0,0;0,0;0,0;0,0;65,4;34,6
72106;Courtillers;5;Bourgs ruraux;956;0,0;0,0;0,0;0,0;81,0;17,3;1,7
72107;Crannes-en-Champagne;6;Rural à habitat dispersé;355;0,0;0,0;0,0;0,0;0,0;72,8;27,2
72108;Cré-sur-Loir;6;Rural à habitat dispersé;802;0,0;0,0;0,0;0,0;0,0;65,0;35,0
72109;Crissé;6;Rural à habitat dispersé;584;0,0;0,0;0,0;0,0;0,0;51,0;49,0
72110;Crosmières;6;Rural à habitat dispersé;1030;0,0;0,0;0,0;0,0;0,0;76,2;23,9
72111;Cures;6;Rural à habitat dispersé;521;0,0;0,0;0,0;0,0;0,0;56,7;43,3
72112;Dangeul;6;Rural à habitat dispersé;483;0,0;0,0;0,0;0,0;0,0;61,6;38,4
72113;Degré;5;Bourgs ruraux;787;0,0;0,0;0,0;0,0;66,0;17,0;17,0
72114;Dehault;6;Rural à habitat dispersé;273;0,0;0,0;0,0;0,0;0,0;54,4;45,6
72115;Dissay-sous-Courcillon;6;Rural à habitat dispersé;960;0,0;0,0;0,0;0,0;0,0;69,5;30,5
72116;Dissé-sous-Ballon;6;Rural à habitat dispersé;138;0,0;0,0;0,0;0,0;0,0;83,6;16,4
72117;Dissé-sous-le-Lude;6;Rural à habitat dispersé;564;0,0;0,0;0,0;0,0;0,0;54,2;45,8
72118;Dollon;5;Bourgs ruraux;1501;0,0;0,0;0,0;0,0;40,2;32,9;27,0
72119;Domfront-en-Champagne;6;Rural à habitat dispersé;1017;0,0;0,0;0,0;0,0;0,0;75,4;24,6
72120;Doucelles;6;Rural à habitat dispersé;255;0,0;0,0;0,0;0,0;0,0;67,3;32,7
72121;Douillet;7;Rural à habitat très dispersé;336;0,0;0,0;0,0;0,0;0,0;30,9;69,1
72122;Duneau;6;Rural à habitat dispersé;1052;0,0;0,0;0,0;0,0;39,1;52,4;8,5
72123;Dureil;7;Rural à habitat très dispersé;67;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72124;Écommoy;5;Bourgs ruraux;4658;0,0;0,0;0,0;0,0;67,9;24,0;8,1
72125;Écorpain;7;Rural à habitat très dispersé;305;0,0;0,0;0,0;0,0;0,0;47,4;52,6
72126;Épineu-le-Chevreuil;7;Rural à habitat très dispersé;300;0,0;0,0;0,0;0,0;0,0;40,1;59,9
72127;Étival-lès-le-Mans;5;Bourgs ruraux;1962;0,0;0,0;0,0;0,0;90,7;0,9;8,5
72128;Évaillé;6;Rural à habitat dispersé;353;0,0;0,0;0,0;0,0;0,0;53,3;46,7
72129;Fatines;6;Rural à habitat dispersé;823;0,0;0,0;0,0;0,0;0,0;97,3;2,7
72130;Fay;6;Rural à habitat dispersé;604;0,0;0,0;0,0;0,0;0,0;84,2;15,9
72131;Fercé-sur-Sarthe;6;Rural à habitat dispersé;593;0,0;0,0;0,0;0,0;0,0;83,4;16,6
72132;La Ferté-Bernard;3;Petites villes;9116;0,0;0,0;97,2;0,0;0,0;1,6;1,2
72133;Fillé;5;Bourgs ruraux;1535;0,0;0,0;0,0;0,0;47,8;44,1;8,1
72134;Flée;7;Rural à habitat très dispersé;560;0,0;0,0;0,0;0,0;0,0;38,6;61,5
72135;La Fontaine-Saint-Martin;6;Rural à habitat dispersé;618;0,0;0,0;0,0;0,0;0,0;60,9;39,1
72136;Fontenay-sur-Vègre;6;Rural à habitat dispersé;340;0,0;0,0;0,0;0,0;0,0;66,4;33,6
72137;Villeneuve-en-Perseigne;6;Rural à habitat dispersé;2251;0,0;0,0;0,0;0,0;0,0;65,3;34,7
72138;Fresnay-sur-Sarthe;5;Bourgs ruraux;2066;0,0;0,0;0,0;0,0;89,8;10,2;0,0
72139;Fyé;5;Bourgs ruraux;1001;0,0;0,0;0,0;0,0;74,0;5,0;21,1
72141;Gesnes-le-Gandelin;5;Bourgs ruraux;968;0,0;0,0;0,0;0,0;60,1;21,1;18,8
72142;Grandchamp;6;Rural à habitat dispersé;159;0,0;0,0;0,0;0,0;0,0;66,7;33,3
72143;Le Grand-Lucé;5;Bourgs ruraux;1935;0,0;0,0;0,0;0,0;43,0;37,6;19,4
72144;Gréez-sur-Roc;7;Rural à habitat très dispersé;354;0,0;0,0;0,0;0,0;0,0;36,4;63,6
72145;Le Grez;6;Rural à habitat dispersé;391;0,0;0,0;0,0;0,0;31,4;60,9;7,8
72146;Guécélard;5;Bourgs ruraux;2895;0,0;0,0;0,0;0,0;72,1;26,2;1,8
72147;La Guierche;5;Bourgs ruraux;1059;0,0;0,0;0,0;0,0;78,4;18,9;2,8
72148;Jauzé;7;Rural à habitat très dispersé;88;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72149;Joué-en-Charnie;6;Rural à habitat dispersé;635;0,0;0,0;0,0;0,0;0,0;68,4;31,6
72150;Joué-l'Abbé;5;Bourgs ruraux;1315;0,0;0,0;0,0;0,0;77,3;7,0;15,7
72151;Juigné-sur-Sarthe;6;Rural à habitat dispersé;1181;0,0;0,0;0,0;49,5;0,0;35,9;14,6
72152;Juillé;6;Rural à habitat dispersé;476;0,0;0,0;0,0;0,0;15,6;74,9;9,5
72153;Jupilles;7;Rural à habitat très dispersé;569;0,0;0,0;0,0;0,0;0,0;38,3;61,7
72154;La Flèche;3;Petites villes;14992;0,0;37,7;0,0;47,0;0,0;11,4;3,9
72155;Laigné-en-Belin;3;Petites villes;2425;0,0;0,0;74,7;0,0;0,0;18,3;6,9
72156;Lamnay;6;Rural à habitat dispersé;947;0,0;0,0;0,0;0,0;0,0;72,4;27,6
72157;Lavardin;6;Rural à habitat dispersé;739;0,0;0,0;0,0;0,0;0,0;85,2;14,8
72158;Lavaré;6;Rural à habitat dispersé;850;0,0;0,0;0,0;0,0;0,0;66,1;33,9
72159;Lavenay;6;Rural à habitat dispersé;350;0,0;0,0;0,0;0,0;0,0;65,2;34,8
72160;Lavernat;6;Rural à habitat dispersé;633;0,0;0,0;0,0;0,0;0,5;65,0;34,5
72161;Lhomme;6;Rural à habitat dispersé;860;0,0;0,0;0,0;0,0;0,0;63,1;36,9
72163;Ligron;6;Rural à habitat dispersé;498;0,0;0,0;0,0;0,0;0,0;67,5;32,5
72164;Livet-en-Saosnois;7;Rural à habitat très dispersé;71;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72165;Lombron;6;Rural à habitat dispersé;1933;0,0;0,0;0,0;0,0;0,0;82,8;17,3
72166;Longnes;6;Rural à habitat dispersé;348;0,0;0,0;0,0;0,0;0,0;79,2;20,9
72167;Louailles;5;Bourgs ruraux;737;0,0;0,0;0,0;0,0;67,4;17,3;15,3
72168;Loué;5;Bourgs ruraux;2207;0,0;0,0;0,0;0,0;84,7;7,6;7,7
72169;Louplande;5;Bourgs ruraux;1482;0,0;0,0;0,0;0,0;55,0;21,0;24,0
72170;Louvigny;7;Rural à habitat très dispersé;194;0,0;0,0;0,0;0,0;0,0;40,3;59,7
72171;Louzes;7;Rural à habitat très dispersé;98;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72172;Le Luart;5;Bourgs ruraux;1450;0,0;0,0;0,0;0,0;73,4;13,7;13,0
72173;Luceau;5;Bourgs ruraux;1276;0,0;0,0;0,0;0,0;43,2;34,5;22,4
72174;Lucé-sous-Ballon;6;Rural à habitat dispersé;110;0,0;0,0;0,0;0,0;0,0;53,7;46,3
72175;Luché-Pringé;7;Rural à habitat très dispersé;1601;0,0;0,0;0,0;0,0;36,5;25,5;38,0
72176;Le Lude;5;Bourgs ruraux;3899;0,0;0,0;0,0;0,0;75,6;13,3;11,1
72177;Maigné;6;Rural à habitat dispersé;339;0,0;0,0;0,0;0,0;0,0;64,5;35,5
72178;Maisoncelles;7;Rural à habitat très dispersé;185;0,0;0,0;0,0;0,0;0,0;35,6;64,4
72179;Malicorne-sur-Sarthe;5;Bourgs ruraux;1934;0,0;0,0;0,0;0,0;76,0;11,4;12,5
72180;Mamers;5;Bourgs ruraux;5363;0,0;0,0;0,0;0,0;93,3;5,6;1,1
72181;Le Mans;1;Grands centres urbains;144244;92,4;0,0;0,0;7,0;0,0;0,5;0,1
72182;Mansigné;7;Rural à habitat très dispersé;1603;0,0;0,0;0,0;0,0;39,8;18,2;42,0
72183;Marçon;6;Rural à habitat dispersé;1027;0,0;0,0;0,0;0,0;0,0;63,0;37,0
72184;Mareil-en-Champagne;6;Rural à habitat dispersé;334;0,0;0,0;0,0;0,0;0,0;76,3;23,7
72185;Mareil-sur-Loir;6;Rural à habitat dispersé;646;0,0;0,0;0,0;0,0;2,1;70,1;27,9
72186;Maresché;6;Rural à habitat dispersé;905;0,0;0,0;0,0;0,0;0,0;83,2;16,8
72187;Marigné-Laillé;6;Rural à habitat dispersé;1637;0,0;0,0;0,0;0,0;0,0;68,0;32,0
72188;Marollette;6;Rural à habitat dispersé;142;0,0;0,0;0,0;0,0;0,0;59,4;40,6
72189;Marolles-les-Braults;5;Bourgs ruraux;2116;0,0;0,0;0,0;0,0;67,2;17,1;15,7
72190;Marolles-lès-Saint-Calais;7;Rural à habitat très dispersé;279;0,0;0,0;0,0;0,0;0,0;40,2;59,8
72191;Mayet;5;Bourgs ruraux;3223;0,0;0,0;0,0;0,0;48,0;28,7;23,4
72192;Les Mées;7;Rural à habitat très dispersé;105;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72193;Melleray;6;Rural à habitat dispersé;461;0,0;0,0;0,0;0,0;0,0;63,8;36,2
72194;Meurcé;6;Rural à habitat dispersé;261;0,0;0,0;0,0;0,0;0,0;69,6;30,4
72195;Mézeray;6;Rural à habitat dispersé;1866;0,0;0,0;0,0;0,0;1,8;74,9;23,3
72196;Mézières-sur-Ponthouin;6;Rural à habitat dispersé;681;0,0;0,0;0,0;0,0;0,0;66,3;33,7
72197;Mézières-sous-Lavardin;6;Rural à habitat dispersé;711;0,0;0,0;0,0;0,0;0,0;81,2;18,8
72198;La Milesse;3;Petites villes;2445;0,0;0,0;69,6;2,2;0,0;25,1;3,1
72199;Moitron-sur-Sarthe;7;Rural à habitat très dispersé;240;0,0;0,0;0,0;0,0;0,0;22,2;77,8
72200;Moncé-en-Belin;3;Petites villes;3498;0,0;0,0;82,0;0,0;0,0;13,7;4,4
72201;Moncé-en-Saosnois;7;Rural à habitat très dispersé;257;0,0;0,0;0,0;0,0;0,0;49,4;50,6
72202;Monhoudou;6;Rural à habitat dispersé;223;0,0;0,0;0,0;0,0;0,0;61,1;38,9
72203;Montabon;5;Bourgs ruraux;799;0,0;0,0;0,0;0,0;72,4;18,1;9,5
72204;Montaillé;7;Rural à habitat très dispersé;579;0,0;0,0;0,0;0,0;0,0;44,8;55,2
72205;Montbizot;5;Bourgs ruraux;1786;0,0;0,0;0,0;0,0;54,0;35,8;10,2
72208;Montmirail;6;Rural à habitat dispersé;411;0,0;0,0;0,0;0,0;0,0;70,9;29,1
72209;Montreuil-le-Chétif;7;Rural à habitat très dispersé;305;0,0;0,0;0,0;0,0;0,0;26,4;73,7
72210;Montreuil-le-Henri;7;Rural à habitat très dispersé;289;0,0;0,0;0,0;0,0;0,0;27,7;72,3
72211;Mont-Saint-Jean;7;Rural à habitat très dispersé;696;0,0;0,0;0,0;0,0;0,0;41,0;59,1
72212;Moulins-le-Carbonnel;6;Rural à habitat dispersé;711;0,0;0,0;0,0;0,0;0,0;58,2;41,8
72213;Mulsanne;3;Petites villes;4772;0,0;0,0;95,5;0,0;0,0;2,2;2,3
72214;Nauvay;7;Rural à habitat très dispersé;12;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72215;Neufchâtel-en-Saosnois;6;Rural à habitat dispersé;1004;0,0;0,0;0,0;0,0;0,0;90,3;9,7
72216;Neuvillalais;6;Rural à habitat dispersé;583;0,0;0,0;0,0;0,0;0,0;65,4;34,6
72217;Neuville-sur-Sarthe;5;Bourgs ruraux;2362;0,0;0,0;0,0;0,0;73,4;11,0;15,6
72218;Neuvillette-en-Charnie;7;Rural à habitat très dispersé;307;0,0;0,0;0,0;0,0;0,0;28,0;72,0
72219;Neuvy-en-Champagne;6;Rural à habitat dispersé;379;0,0;0,0;0,0;0,0;0,0;57,5;42,5
72220;Nogent-le-Bernard;6;Rural à habitat dispersé;954;0,0;0,0;0,0;0,0;0,0;60,8;39,2
72221;Nogent-sur-Loir;6;Rural à habitat dispersé;386;0,0;0,0;0,0;0,0;0,0;59,0;41,0
72222;Nouans;7;Rural à habitat très dispersé;284;0,0;0,0;0,0;0,0;0,0;46,3;53,7
72223;Noyen-sur-Sarthe;5;Bourgs ruraux;2660;0,0;0,0;0,0;0,0;61,1;25,5;13,4
72224;Nuillé-le-Jalais;6;Rural à habitat dispersé;509;0,0;0,0;0,0;0,0;41,2;47,0;11,9
72225;Oisseau-le-Petit;6;Rural à habitat dispersé;695;0,0;0,0;0,0;0,0;0,0;86,8;13,2
72226;Oizé;5;Bourgs ruraux;1335;0,0;0,0;0,0;0,0;42,9;39,6;17,5
72227;Panon;7;Rural à habitat très dispersé;44;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72228;Parcé-sur-Sarthe;5;Bourgs ruraux;2151;0,0;0,0;0,0;0,0;56,7;16,0;27,4
72229;Parennes;6;Rural à habitat dispersé;537;0,0;0,0;0,0;0,0;0,0;66,4;33,7
72230;Parigné-le-Pôlin;5;Bourgs ruraux;1094;0,0;0,0;0,0;0,0;51,0;35,0;14,1
72231;Parigné-l'Évêque;5;Bourgs ruraux;4842;0,0;0,0;0,0;0,0;55,1;34,3;10,7
72232;Notre-Dame-du-Pé;6;Rural à habitat dispersé;642;0,0;0,0;0,0;0,0;0,0;88,0;12,0
72233;Peray;7;Rural à habitat très dispersé;70;0,0;0,0;0,0;0,0;0,0;0,0;100,0
72234;Pezé-le-Robert;6;Rural à habitat dispersé;362;0,0;0,0;0,0;0,0;0,0;50,6;49,4
72235;Piacé;6;Rural à habitat dispersé;363;0,0;0,0;0,0;0,0;0,0;50,0;50,0
72236;Pincé;6;Rural à habitat dispersé;195;0,0;0,0;0,0;0,0;0,0;75,8;24,2
72237;Pirmil;7;Rural à habitat très dispersé;504;0,0;0,0;0,0;0,0;0,0;40,6;59,4
72238;Pizieux;7;Rural à habitat très dispersé;81;0,0;0,0;0,0;0,0;0,0;0,0;100,0
